Feature                 Score_(R^2)_Left    Score_(R^2)_Right    Score_(LASSO)_Left    Score_(LASSO)_Right    Score_(R^1)_Left    Score_(R^1)_Right    R1_Left    R1_Right    R2_Left    R2_Right    Coef_Left    Coef_Right    explained_variance_left    explained_variance_right    max_error_left    max_error_right    mean_absolute_error_left    mean_absolute_error_right    mean_squared_error_left    mean_squared_error_right    median_absolute_error_left    median_absolute_error_right    mean_absolute_percentage_error_left    mean_absolute_percentage_error_right    mean_pinball_loss_left    mean_pinball_loss_right    d2_pinball_score_left    d2_pinball_score_right    d2_absolute_error_score_left    d2_absolute_error_score_right
E3_WLT_ENT                   0.00307099           0.0188943             0.00113429             0.0164854          -3.5929e+16          -5.94809e+16    28.09       28.2431    1059.23     1070.6   0.00236144    0.00525197                 0.00307099                  0.0188943            3.21266             2.95005                    0.797784                     0.660371                   0.965319                    0.763767                      0.733734                       0.47041                             1.24526                                 1.56302                     0.398892                    0.330185             -0.138452                 -0.0603053                      -0.00301743                       0.0127495
E3_KURT                      0.00277285           0.00328544            0.00043605             0.00148925         -4.33694e+16       -inf              28.0875     28.1899    1058.51     1066.75  0.00204278    0.00253624                 0.00277285                  0.00328544           1.96728             3.85007                    0.722246                     0.776041                   0.800278                    1.04061                       0.648432                       0.653871                            1.08031                                 1.14917                     0.361123                    0.388021             -0.0987217                -0.1093                          0.00063174                       0.000656641
E3_SKEW                      0.010941             0.0273905             0.00883718             0.0258634          -3.07319e+16         -3.78042e+16    28.0317     28.2932    1054.82     1074.58  0.00427658    0.007942                   0.010941                    0.0273905            3.69784             5.80372                    0.682385                     0.734495                   0.881639                    1.19434                       0.561317                       0.55498                             2.27529                                 1.97084                     0.341192                    0.367247             -0.0515246                -0.0566742                       0.0199772                       -0.0632253
E3_VAR                       0.0498549            0.000115872           0.0467587              0                  -1.27014e+16         -7.86296e+16    28.0051     28.1671    1051.71     1064.95  0.00752497    0.000428781                0.0498549                   0.000115872          2.34069             4.49046                    0.564056                     0.654723                   0.57547                     0.846                         0.409627                       0.482352                            1.16553                                 6.77019                     0.282028                    0.327361             -0.0302021                -0.0887645                       0.0413926                       -0.0154322
E3_STD                       0.0198649            0.0219623             0.0174912              0.0185773          -3.95256e+16         -4.65447e+16    28.0236     28.2564    1054.18     1071.51  0.00542506    0.0047767                  0.0198649                   0.0219623            6.7761              4.71383                    0.438822                     0.387562                   0.774353                    0.541831                      0.267809                       0.239571                            1.06865                                 1.98411                     0.219411                    0.193781              0.00887283               -0.00108127                     -0.074028                        -0.075486
E3_LOG_ENE_ENT               0.0139174            0.018976              0.0104784              0.0157261          -1.34285e+16         -2.50424e+16    28.0593     28.2563    1056.73     1071.5   0.00377256    0.00453142                 0.0139174                   0.018976             5.12115             4.72155                    0.447258                     0.41704                    0.537724                    0.566075                      0.310476                       0.242483                            1.33189                                 3.89636                     0.223629                    0.20852              -0.0171293                 0.0073953                      -0.059636                        -0.0426915
E3_BETA_ALPHA_RATIO          0.0118633            0.0154981             0.00851563             0.012323           -7.7902e+15          -1.22068e+16    28.0735     28.2462    1057.8      1070.76  0.00353022    0.00414308                 0.0118633                   0.0154981            5.10085             4.71922                    0.432443                     0.440447                   0.55354                     0.581454                      0.296117                       0.30308                             1.07033                                 1.97133                     0.216222                    0.220224             -0.00321488               -0.00726169                     -0.109818                        -0.0509792
E3_BP_THETA                  0.0118878            0.0846103             0.00901658             0.0822133          -4.3856e+16          -1.84444e+17    28.0916     28.4524    1056.52     1081.88  0.00381582    0.0111415                  0.0118878                   0.0846103            4.05882             4.6846                     0.486899                     0.511935                   0.645373                    0.716145                      0.32967                        0.365524                            4.78299                                 1.34868                     0.243449                    0.255968              0.00213464                0.0152                         -0.0377804                       -0.111936
E4_BP_15.5_18.5              0.0345812            0.0170846             0.0330477              0.0148228          -6.90271e+16         -1.9442e+16     28.2793     28.0297    1073.5      1052.13  0.00890529    0.00515399                 0.0345812                   0.0170846            4.01695             3.45552                    0.766355                     0.647549                   1.1806                      0.814944                      0.516686                       0.449212                            5.11171                                 1.07745                     0.383177                    0.323775              0.0611987                -0.00484629                     -0.16992                         -0.226265
E4_BP_8_10.5                 0.00998351           0.0196696             0.00822031             0.0176648        -inf                   -2.8227e+16     28.1987     28.0083    1067.39     1051.05  0.00446231    0.00587392                 0.00998351                  0.0196696            5.67889             3.36718                    0.648431                     0.705112                   1.05296                     0.916988                      0.388044                       0.54063                             1.1661                                  1.04558                     0.324216                    0.352556              0.0295407                -0.00557995                     -0.125219                        -0.204847
E4_BP_10_15.5                0.0377554            0.0033795             0.0353834              0.00116908         -6.60123e+16         -1.67038e+16    28.2229     28.0037    1068.47     1052.68  0.0074818     0.00231877                 0.0377554                   0.0033795            1.9889              2.41832                    0.732884                     0.741796                   0.760764                    0.845521                      0.649373                       0.663902                            1.52315                                 2.57868                     0.366442                    0.370898             -0.122374                 -0.0672516                       0.023518                         0.00234193
E4_BP_17.5_20.5              0.0206035            0.0169619             0.0192591              0.0148317          -1.67858e+16         -1.44309e+16    28.234      28.017     1069.17     1051.25  0.00734124    0.00529172                 0.0206035                   0.0169619            3.81117             3.11685                    0.931801                     0.680915                   1.36612                     0.865408                      0.769202                       0.500029                            1.41116                                 1.05152                     0.4659                      0.340458              0.00536495                0.0250998                      -0.108607                        -0.131926
E4_BP_12.5_30                0.0038299            0.000384111           0.00200248             0                  -6.38855e+16         -1.5683e+16     28.1578     28.146     1064.31     1059.96  0.00271484    0.000951404                0.0038299                   0.000384111          4.94331             3.58728                    0.709272                     0.870582                   1.02227                     1.25614                       0.519183                       0.653841                            1.28041                                 1.38238                     0.354636                    0.435291              0.0148396                -0.00181173                     -0.123284                        -0.203957
E4_RTP                       0.0155396            0.00318815            0.0141804              0.00141898       -inf                   -6.5784e+16     28.22       28.0939    1069.13     1055.46  0.00634072    0.00251741                 0.0155396                   0.00318815           4.96773             3.6113                     0.80916                      0.73035                    1.35821                     1.0566                        0.591263                       0.586946                            2.77635                                 1.21962                     0.40458                     0.365175              0.0170512                 0.000105222                    -0.152895                        -0.196271
E4_SPEC_MOM                  0.0375453            0.00657887            0.0360285              0.0046865          -1.48336e+17         -3.59593e+16    28.2684     28.1474    1072.68     1063.17  0.00933016    0.00349657                 0.0375453                   0.00657887           3.45051             3.11376                    0.823432                     0.798457                   1.18997                     0.98446                       0.673379                       0.727822                            1.53604                                 1.26031                     0.411716                    0.399229              0.0478332                -0.0415607                      -0.0421325                       -0.0205379
E4_SPEC_EDGE                 0.0298598            0.00083284            0.0275458              0                  -1.07775e+16         -1.82533e+16    28.2325     28.0215    1068.57     1053.86  0.00673636    0.00110843                 0.0298598                   0.00083284           2.55793             2.35226                    0.717927                     0.709282                   0.786192                    0.785999                      0.68031                        0.613241                            1.21317                                 2.91936                     0.358964                    0.354641             -0.213273                 -0.12971                        -0.00950249                      -0.00136928
E4_SPEC_ENT                  0.0202351            0.000461354           0.0177187              0                -inf                 -inf              28.2169     28.0622    1066.99     1056.99  0.00531779    0.00080362                 0.0202351                   0.000461354          2.42721             2.40125                    0.701404                     0.675262                   0.730147                    0.746102                      0.617918                       0.563172                            1.19639                                 1.87059                     0.350702                    0.337631             -0.216108                 -0.126639                        0.000755274                      0
E4_SLOPE                     0.0193306            0.000247441           0.0169819              0                  -3.32811e+16         -2.00169e+16    28.2072     28.0289    1066.32     1054.48  0.00537995    0.000635573                0.0193306                   0.000247441          2.32507             2.3446                     0.73899                      0.777812                   0.783005                    0.870329                      0.676776                       0.709318                            1.17846                                 4.08298                     0.369495                    0.388906             -0.210365                 -0.18135                         0.00867071                      -0.00159595
E4_INTERCEPT                 0.0514035            0.0280089             0.0489804              0.0260516          -2.12965e+16         -2.33985e+16    28.2933     27.8919    1072.77     1044.39  0.00863734    0.00709407                 0.0514035                   0.0280089            2.51033             2.68969                    0.709316                     0.779326                   0.734141                    0.931299                      0.583615                       0.673107                            1.32759                                 3.13697                     0.354658                    0.389663             -0.162875                 -0.183967                        0.0248411                       -0.00975529
E4_MEAN_FREQ                 0.0404474            0.0182854             0.0389793              0.0157352          -3.44563e+16         -1.37428e+16    28.2934     28.0432    1074.59     1052.92  0.00984315    0.0050215                  0.0404474                   0.0182854            4.92335             3.31082                    0.765083                     0.572158                   1.22568                     0.721904                      0.569303                       0.394315                            1.10685                                 0.918727                    0.382541                    0.286079              0.0548868                 0.0206289                      -0.181367                        -0.239676
E4_OCC_BAND                  0.0103102            0.0134887             0.00849001             0.0114933          -5.657e+16           -1.19137e+17    28.1949     28.0264    1067.09     1052.76  0.00446316    0.00487577                 0.0103102                   0.0134887            5.0984              3.98084                    0.628053                     0.661345                   1.01964                     0.927146                      0.309659                       0.483147                            1.29336                                 0.988735                    0.314027                    0.330672             -0.0316826                -0.0363664                      -0.190872                        -0.226127
E4_POWER_BAND                0.0351012            0.00154243            0.0328615              0                  -1.72276e+16         -1.29312e+16    28.236      28.0157    1069.11     1053.65  0.00742388    0.00170815                 0.0351012                   0.00154243           2.21965             3.12711                    0.765058                     0.789608                   0.80789                     1.00717                       0.783955                       0.74675                             1.35427                                 1.4052                      0.382529                    0.394804             -0.0684979                -0.0408046                       0.00265256                      -0.0264074
E4_WLT_ENT                   0.0260147            0.0095251             0.0248048              0.00748128         -8.30675e+16         -7.99635e+16    28.2636     28.0421    1071.59     1053.28  0.00869572    0.00404839                 0.0260147                   0.0095251            4.39303             3.13279                    0.922234                     0.66583                    1.50965                     0.908802                      0.678867                       0.527851                            1.74671                                 1.1652                      0.461117                    0.332915              0.0242584                -0.00898215                     -0.126871                        -0.119296
E4_KURT                      0.00190399           0.00271941            7.71644e-05            0.00131485         -1.37678e+16         -1.37269e+16    28.145      28.1951    1063.35     1062.73  0.00191449    0.00260937                 0.00190399                  0.00271941           5.87352             4.54324                    0.611415                     0.838195                   1.02457                     1.33151                       0.514852                       0.67807                             5.83611e+12                             3.92421e+13                 0.305707                    0.419098              0.0136184                -0.00669327                     -0.104296                        -0.228512
E4_SKEW                      0.0190256            0.00889586            0.0176864              0.00721081         -6.4431e+16          -1.2748e+17     28.2534     28.0296    1071.41     1052.51  0.00706838    0.0043088                  0.0190256                   0.00889586           5.41955             5.86363                    0.715327                     0.707654                   1.3737                      1.103                         0.45776                        0.52051                             0.840222                                1.20175                     0.357664                    0.353827              0.0495286                -0.0635141                      -0.0251251                       -0.137566
E4_VAR                       0.038155             0.00413959            0.0366999              0.00238922         -1.89214e+16       -inf              28.2773     28.129     1073.37     1062.15  0.00960282    0.00288391                 0.038155                    0.00413959           3.91015             3.79764                    0.787761                     0.778493                   1.2396                      1.06693                       0.617531                       0.727576                            1.50762                                 1.34003                     0.393881                    0.389247              0.0693979                 0.00293369                     -0.0781029                       -0.108953
E4_STD                       0.0285044            2.58778e-05           0.0261144              0                  -2.17434e+16         -1.33528e+17    28.2361     28.0483    1068.47     1056.01  0.00647627    0.000205188                0.0285044                   2.58778e-05          2.07438             2.49806                    0.724201                     0.741231                   0.762272                    0.867549                      0.700668                       0.639673                            1.20727                                 1.93877                     0.3621                      0.370616             -0.140376                 -0.0827146                      -0.00373798                      -0.00440126
E4_LOG_ENE_ENT               0.0163662            0.00188224            0.0138918              0                  -3.22589e+16         -2.20164e+16    28.2213     28.0796    1066.81     1058.32  0.00482286    0.00168825                 0.0163662                   0.00188224           2.28072             2.37453                    0.716292                     0.733293                   0.745461                    0.805959                      0.653492                       0.530857                            1.11654                                 2.36786                     0.358146                    0.366647             -0.195761                 -0.141385                       -0.00510121                      -0.00476713
E4_BETA_ALPHA_RATIO          0.0208406            7.91996e-05           0.018372               0                  -1.69011e+16         -2.4144e+16     28.2135     28.0472    1066.72     1055.96  0.00544878    0.000373516                0.0208406                   7.91996e-05          2.04917             2.9897                     0.750558                     0.804157                   0.74383                     0.939272                      0.809631                       0.74132                             1.01912                                 1.42385                     0.375279                    0.402078             -0.231058                 -0.153852                       -0.00611717                      -0.000308727
E4_BP_THETA                  0.0440517            0.0185332             0.0416168              0.0166429          -1.29826e+17         -1.78813e+16    28.2934     27.9115    1072.32     1045.87  0.00797651    0.00587198                 0.0440517                   0.0185332            2.02498             2.72623                    0.720678                     0.794091                   0.736255                    0.973703                      0.638097                       0.656401                            2.54827                                 3.10323                     0.360339                    0.397046             -0.156429                 -0.147398                        0.0239264                       -0.0151658
E5_BP_15.5_18.5              0.0400708            0.0188272             0.0384913              0.0166384        -inf                 -inf              28.2915     28.0252    1074.4      1051.55  0.00944563    0.00549997                 0.0400708                   0.0188272            3.70067             3.34646                    0.794691                     0.674661                   1.13974                     0.840643                      0.591417                       0.491476                            1.38473                                 1.28551                     0.397346                    0.337331              0.0563215                 0.0120279                      -0.1382                          -0.175205
E5_BP_8_10.5                 0.0186767            0.0218154             0.0167852              0.0200093          -3.08736e+16         -8.00053e+16    28.2278     27.9895    1069.54     1049.8   0.00589267    0.0065174                  0.0186767                   0.0218154            4.89241             3.51332                    0.685532                     0.777208                   0.972896                    1.01563                       0.479495                       0.586582                            1.1813                                  1.65253                     0.342766                    0.388604              0.0449108                -0.00399912                     -0.0753368                       -0.17533
E5_BP_10_15.5                0.0443447            0.00583962            0.0417824              0.0032404          -2.09509e+16         -2.79364e+16    28.2274     27.9932    1068.99     1051.83  0.00780141    0.00281087                 0.0443447                   0.00583962           2.04687             1.7021                     0.697806                     0.697853                   0.699417                    0.717271                      0.569496                       0.60249                             1.93823                                 1.4124                      0.348903                    0.348926             -0.195315                 -0.134146                        0.0221122                        0.0114095
E5_BP_17.5_20.5              0.0214478            0.021556              0.0200053              0.0194725          -8.34247e+16         -2.13691e+16    28.2374     28.0026    1069.43     1050.06  0.0072311     0.00603194                 0.0214478                   0.021556             3.46051             3.11414                    0.9262                       0.711735                   1.27216                     0.880668                      0.787806                       0.531441                            1.31251                                 1.2505                      0.4631                      0.355867             -0.00528567                0.0198265                      -0.0832472                       -0.100902
E5_BP_12.5_30                0.00441646           0.000267748           0.00259895             0                  -3.35014e+16       -inf              28.1647     28.1429    1064.83     1059.85  0.00292327    0.000787911                0.00441646                  0.000267748          4.44071             3.27061                    0.743881                     0.881028                   1.02724                     1.23607                       0.566579                       0.700704                            0.998061                                2.25342                     0.37194                     0.440514              0.0165651                 0.00252006                     -0.0966449                       -0.154586
E5_RTP                       0.0180221            0.00551971            0.0165593              0.00375187         -2.49726e+16       -inf              28.2321     28.0781    1070        1054.39  0.00658224    0.00331365                 0.0180221                   0.00551971           4.53649             3.20557                    0.831755                     0.762961                   1.25885                     1.05493                       0.682122                       0.647578                            1.44235                                 2.1874                      0.415878                    0.38148               0.0110547                 0.00838058                     -0.112574                        -0.145286
E5_SPEC_MOM                  0.04823              0.00537929            0.0466425              0.00351002       -inf                 -inf              28.2957     28.1468    1074.71     1062.83  0.0103365     0.00318123                 0.04823                     0.00537929           3.47907             2.68268                    0.815478                     0.828231                   1.12433                     0.997826                      0.712548                       0.756189                            1.47566                                 4.26884                     0.407739                    0.414116              0.0365806                -0.0852055                      -0.00139707                      -0.00801172
E5_SPEC_EDGE                 0.0317608            0.00253477            0.029433               0                  -4.25112e+16         -1.31598e+16    28.2333     28.0102    1068.98     1052.78  0.00692682    0.00178998                 0.0317608                   0.00253477           3.27397             2.34112                    0.707954                     0.657462                   0.779991                    0.672334                      0.642455                       0.594483                            8.71709                                 1.42811                     0.353977                    0.328731             -0.289892                 -0.220974                       -0.0333445                       -0.0193905
E5_SPEC_ENT                  0.0230651            2.57156e-07           0.0205396              0                  -3.122e+16           -2.45155e+16    28.216      28.0459    1067.38     1055.72  0.00566721    1.75645e-05                0.0230651                   2.57156e-07          2.90844             2.0143                     0.693224                     0.612397                   0.725403                    0.639739                      0.664972                       0.482289                            4.29519                                 3.86972                     0.346612                    0.306198             -0.276859                 -0.166838                       -0.00317704                      -0.00918257
E5_SLOPE                     0.0216899            0.00111369            0.0193028              0                  -6.51453e+16         -4.1004e+16     28.209      28.0212    1066.72     1053.65  0.00565288    0.00126796                 0.0216899                   0.00111369           2.8015              2.14762                    0.723258                     0.739759                   0.768581                    0.768943                      0.650498                       0.708973                            1.05044                                 1.90427                     0.361629                    0.369879             -0.269784                 -0.242373                        0.00669484                      -0.0124647
E5_INTERCEPT                 0.0515144            0.0362345             0.04919                0.0340574          -1.0843e+16          -4.4192e+16     28.2858     27.8836    1072.9      1043.74  0.00882823    0.00765064                 0.0515144                   0.0362345            2.78525             2.34345                    0.722288                     0.735945                   0.76521                     0.830187                      0.620413                       0.666464                            4.49608                                 1.77096                     0.361144                    0.367972             -0.255654                 -0.266688                        0.0106824                       -0.0134705
E5_MEAN_FREQ                 0.0362936            0.00896023            0.0345637              0.00694432         -6.7131e+16          -4.47052e+16    28.2871     28.0282    1074.04     1053.16  0.00858969    0.0039536                  0.0362936                   0.00896023           3.38066             3.26861                    0.745304                     0.744491                   1.04472                     0.921912                      0.607129                       0.643789                            2.1356                                  1.11178                     0.372652                    0.372246              0.012448                 -0.0854259                       0.0159135                       -0.0101887
E5_OCC_BAND                  4.38216e-05          5.84449e-05           0                      0                  -1.47459e+17         -2.08361e+16    28.1261     28.1132    1061.4      1060.76  0.000319939   0.00029985                 4.38216e-05                 5.84449e-05          3.98603             2.77894                    0.818564                     0.693983                   1.24554                     0.820289                      0.645049                       0.540129                            1.04483                                 0.990953                    0.409282                    0.346991             -0.0909942                -0.0245642                       0.000167965                     -0.0178374
E5_POWER_BAND                0.0196995            0.002081              0.0172839              0                  -2.11438e+16         -2.659e+16      28.1898     28.0446    1064.32     1055.71  0.00535532    0.00175111                 0.0196995                   0.002081             2.05135             3.38733                    0.70423                      0.664217                   0.761037                    0.784118                      0.604863                       0.536648                            3.49219                                 1.24793                     0.352115                    0.332109             -0.135148                 -0.21205                         0.0106937                       -0.00702636
E5_WLT_ENT                   0.0151944            0.00812305            0.0135225              0.00562077         -1.56968e+17         -2.90398e+16    28.1783     28.027     1064.61     1054.29  0.00565342    0.00337879                 0.0151944                   0.00812305           2.75906             2.93736                    0.87135                      0.644813                   1.10464                     0.743346                      0.831733                       0.550274                            2.03986                                 1.15634                     0.435675                    0.322406             -0.0855863                -0.106799                       -0.00491672                      -0.00283557
E5_KURT                      0.00294248           0.000344623           0.000861325            0                  -4.63381e+16         -2.42526e+16    28.1508     28.0914    1061.37     1057.37  0.00222984    0.000833995                0.00294248                  0.000344623          2.60389             3.18899                    0.771685                     0.807774                   0.898432                    1.07588                       0.63318                        0.734961                            1.99535                                 1.22888                     0.385842                    0.403887             -0.103793                 -0.126637                       -0.013271                        -0.00429039
E5_SKEW                      0.0103086            0.00441581            0.00808757             0.00235926         -1.53098e+16         -3.13168e+16    28.1577     28.0407    1063.33     1053.48  0.00404007    0.00274792                 0.0103086                   0.00441581           3.58508             3.52661                    0.679891                     0.695373                   0.835618                    0.907837                      0.536377                       0.598429                            3.39499                                 1.49164                     0.339946                    0.347687             -0.0816844                -0.190006                       -0.00641959                      -0.00456523
E5_VAR                       0.0106452            0.000371212           0.00837998             0                  -1.27134e+17         -6.3996e+16     28.1483     28.0824    1062.93     1058.26  0.00406531    0.000769835                0.0106452                   0.000371212          2.73906             3.49791                    0.705734                     0.710498                   0.819065                    0.851027                      0.651364                       0.598206                            1.86382                                 1.40616                     0.352867                    0.355249             -0.0637369                -0.145421                        0.00579652                      -2.76601e-05
E5_STD                       0.0212687            3.92793e-06           0.0189005              0                  -3.16617e+16       -inf              28.2224     28.072     1066.35     1057.63  0.00561988    8.07913e-05                0.0212687                   3.92793e-06          2.36369             3.49957                    0.703031                     0.707696                   0.775008                    0.886124                      0.631684                       0.622326                            1.08022                                 1.337                       0.351515                    0.353848             -0.145379                 -0.217148                        0.00873491                      -0.00797826
E5_LOG_ENE_ENT               0.0289088            0.000349738           0.0266244              0                  -3.16255e+16         -2.46429e+16    28.2561     28.0809    1068.77     1058.44  0.00667113    0.000741245                0.0289088                   0.000349738          2.38479             3.54647                    0.702227                     0.683979                   0.797186                    0.837452                      0.571082                       0.658702                            1.1161                                  4.96907                     0.351114                    0.341989             -0.114358                 -0.185743                        0.0457656                        0.00106494
E5_BETA_ALPHA_RATIO          0.0156383            0.000182207           0.0129243              0                -inf                   -2.57684e+16    28.18       28.0446    1064.16     1055.73  0.00450146    0.00054123                 0.0156383                   0.000182207          3.08393             3.54936                    0.649625                     0.715218                   0.680147                    0.857137                      0.514514                       0.648017                            1.16841                                 2.11487                     0.324812                    0.357609             -0.233625                 -0.271123                       -0.00239133                      -0.00887431
E5_BP_THETA                  0.0418135            0.0197748             0.0390703              0.0177087          -1.58749e+16         -4.32351e+16    28.2692     27.9459    1069.21     1048.41  0.00732139    0.00580164                 0.0418135                   0.0197748            2.66781             3.57824                    0.616863                     0.720008                   0.655016                    0.889707                      0.443223                       0.596615                            1.52644                                 1.12141                     0.308432                    0.360004             -0.130568                 -0.249378                        0.0187071                       -0.0210024
E6_BP_15.5_18.5              0.0347732            0.0314659             0.0330599              0.029526           -7.01241e+16         -1.37563e+17    27.9343     28.2738    1047.3      1072.98  0.00844842    0.00755259                 0.0347732                   0.0314659            3.54095             4.05381                    0.778534                     0.763628                   1.05649                     0.93626                       0.59019                        0.601194                            1.35982                                 1.32724                     0.389267                    0.381814             -0.161494                 -0.263818                        0.018621                        -0.0281522
E6_BP_8_10.5                 0.00116168           0.0148553             0                      0.0128738          -2.91681e+16         -1.74102e+16    28.0677     28.2437    1057.66     1069.03  0.00163041    0.00513477                 0.00116168                  0.0148553            3.87264             2.64925                    0.809577                     0.773167                   1.21881                     0.932381                      0.552507                       0.609933                            1.21833                                 1.38233                     0.404788                    0.386584             -0.163494                 -0.301491                        0.007147                        -0.039664
E6_BP_10_15.5                0.0124321            0.0249751             0.0089679              0.0222236          -1.2811e+16          -2.11947e+16    28.0923     28.2801    1059.21     1072.9   0.00355255    0.00564986                 0.0124321                   0.0249751            2.20411             3.84766                    0.568922                     0.588272                   0.534606                    0.66453                       0.497811                       0.444303                            1.45513                                 1.36292                     0.284461                    0.294136             -0.0840189                -0.0569855                       0.0227154                        0.00397161
E6_BP_17.5_20.5              0.00292879           0.0282834             0.00120854             0.0257062          -1.60607e+17         -3.5506e+16     28.1057     28.2633    1060.47     1072.09  0.0024469     0.00621239                 0.00292879                  0.0282834            2.52867             2.75626                    0.89155                      0.640569                   1.08693                     0.70706                       0.879024                       0.520976                            1.20798                                 1.66547                     0.445775                    0.320284             -0.267238                 -0.147852                       -0.00416058                       0.0121011
E6_BP_12.5_30                0.000449065          0.00854116            0                      0.00690891       -inf                   -5.05196e+16    28.1163     28.2339    1061.14     1070.1   0.000849885   0.00428977                 0.000449065                 0.00854116           2.65013             3.45455                    0.760625                     0.841321                   0.857329                    1.13909                       0.65666                        0.674162                            1.76388                                 2.97469                     0.380312                    0.42066              -0.24572                  -0.271475                       -0.00118022                      -0.0179957
E6_RTP                       0.00364064           0.0215691             0.00164145             0.0198251          -6.56321e+16         -2.79971e+16    28.0884     28.2745    1059.1      1073.11  0.00253065    0.00659486                 0.00364064                  0.0215691            4.15692             4.68937                    0.728662                     0.699367                   0.934613                    1.05206                       0.569441                       0.487399                            2.63478                                 1.08628                     0.364331                    0.349683             -0.253521                 -0.146867                       -0.00919361                      -0.00571739
E6_SPEC_MOM                  0.0168917            0.00319472            0.0142392              0.00102765         -5.8172e+16          -1.26429e+16    28.0749     28.2111    1057.03     1068.27  0.00473234    0.00227693                 0.0168917                   0.00319472           2.55568             3.80357                    0.645839                     0.701821                   0.69504                     0.862594                      0.492883                       0.544837                            1.65904                                 1.85476                     0.322919                    0.35091              -0.17644                  -0.194436                        0.032192                        -0.0030524
E6_SPEC_EDGE                 0.0130362            0.0197507             0.0102089              0.0172315          -1.57709e+16         -1.80249e+16    28.0621     28.2741    1057        1072.94  0.00402674    0.0052508                  0.0130362                   0.0197507            3.82356             3.95329                    0.612821                     0.60035                    0.654617                    0.729685                      0.492315                       0.415769                            3.32479                                 1.36504                     0.306411                    0.300175             -0.108884                 -0.0584031                      -0.00716114                      -0.00756398
E6_SPEC_ENT                  0.0132433            0.0171082             0.0103023              0.0146591          -1.06152e+16         -1.20894e+16    28.0531     28.2719    1056.3      1072.47  0.00397941    0.00495644                 0.0132433                   0.0171082            3.24954             4.09245                    0.589263                     0.603986                   0.629189                    0.752613                      0.488202                       0.456117                            0.978261                                1.92908                     0.294631                    0.301993             -0.0884462                -0.0908065                       0.0119837                       -0.0160721
